x0	1	[1049340, 1047918, 1047981, 1048969, 1047828, 1048423, 1048922, 1047281, 1048409, 1048672, 1047214, 1050519, 1048607, 1047978, 1050157, 1048998]
x0	2	[1049616, 1049231, 1047176, 1049031, 1048585, 1050644, 1048188, 1049204, 1047513, 1048179, 1049626, 1047489, 1048550, 1049942, 1048662, 1045580]
x0	3	[1047469, 1050494, 1047466, 1048835, 1049103, 1049854, 1047843, 1048327, 1047379, 1048867, 1048126, 1047474, 1048658, 1049346, 1048256, 1049719]
x0	4	[1048219, 1047676, 1049621, 1048578, 1048391, 1046458, 1047958, 1049115, 1048880, 1050217, 1047602, 1049477, 1047569, 1051656, 1048900, 1046899]
x0	5	[1047958, 1049487, 1047592, 1049376, 1047102, 1049023, 1048184, 1049633, 1047430, 1049401, 1050508, 1049033, 1048110, 1048122, 1047502, 1048755]
x0	6	[1045573, 1047737, 1051004, 1051191, 1049466, 1046945, 1048206, 1048156, 1048167, 1047578, 1051311, 1047598, 1049397, 1049562, 1046446, 1048879]
x0	7	[1049387, 1049031, 1049786, 1049757, 1049664, 1048876, 1046106, 1050684, 1047951, 1046830, 1047943, 1048186, 1047597, 1047496, 1049530, 1048392]
x0	8	[1050744, 1047061, 1047032, 1047997, 1047751, 1048810, 1049434, 1049934, 1050434, 1049934, 1049434, 1048810, 1047751, 1047997, 1047032, 1047061]
x0	9	[1049387, 1048392, 1049530, 1047496, 1047597, 1048186, 1047943, 1046830, 1047951, 1050684, 1046106, 1048876, 1049664, 1049757, 1049786, 1049031]
x0	10	[1045573, 1048879, 1046446, 1049562, 1049397, 1047598, 1051311, 1047578, 1048167, 1048156, 1048206, 1046945, 1049466, 1051191, 1051004, 1047737]
x0	11	[1047958, 1048755, 1047502, 1048122, 1048110, 1049033, 1050508, 1049401, 1047430, 1049633, 1048184, 1049023, 1047102, 1049376, 1047592, 1049487]
x0	12	[1048219, 1046899, 1048900, 1051656, 1047569, 1049477, 1047602, 1050217, 1048880, 1049115, 1047958, 1046458, 1048391, 1048578, 1049621, 1047676]
x0	13	[1047469, 1049719, 1048256, 1049346, 1048658, 1047474, 1048126, 1048867, 1047379, 1048327, 1047843, 1049854, 1049103, 1048835, 1047466, 1050494]
x0	14	[1049616, 1045580, 1048662, 1049942, 1048550, 1047489, 1049626, 1048179, 1047513, 1049204, 1048188, 1050644, 1048585, 1049031, 1047176, 1049231]
x0	15	[1049340, 1048998, 1050157, 1047978, 1048607, 1050519, 1047214, 1048672, 1048409, 1047281, 1048922, 1048423, 1047828, 1048969, 1047981, 1047918]
x1	1	[1053909, 1051262, 1044877, 1044193, 1040352, 1042345, 1049414, 1057868, 1059381, 1057529, 1048513, 1044152, 1041451, 1043148, 1048549, 1050273]
x1	2	[1057330, 1062760, 1048583, 1041696, 1039622, 1041260, 1047607, 1048935, 1056623, 1050358, 1048761, 1040875, 1038255, 1043244, 1048171, 1063136]
x1	3	[1079839, 1038296, 1053626, 1037404, 1035886, 1018280, 1072521, 1026820, 1127979, 1027335, 1070670, 1019815, 1037712, 1036630, 1055085, 1039318]
x1	4	[1025018, 1053952, 1045516, 1051844, 1049119, 1057942, 1033394, 1059489, 1049210, 1058566, 1032776, 1055973, 1050101, 1053198, 1045394, 1055724]
x1	5	[1043677, 1054606, 1045667, 1050342, 1044402, 1052914, 1042980, 1053576, 1044268, 1052966, 1045010, 1051765, 1042472, 1051444, 1047094, 1054033]
x1	6	[1026594, 1051334, 1053841, 1073188, 1042520, 1031455, 1059292, 1037634, 1044390, 1037205, 1061117, 1032972, 1045595, 1074679, 1052415, 1052985]
x1	7	[1047884, 1046504, 1046467, 1046434, 1049942, 1053345, 1047379, 1049235, 1045046, 1049661, 1049445, 1053370, 1049050, 1045926, 1047915, 1049613]
x1	8	[1047000, 1044106, 1057740, 1054794, 1060874, 1052883, 1031214, 1043409, 1040176, 1043409, 1031214, 1052883, 1060874, 1054794, 1057740, 1044106]
x1	9	[1047884, 1049613, 1047915, 1045926, 1049050, 1053370, 1049445, 1049661, 1045046, 1049235, 1047379, 1053345, 1049942, 1046434, 1046467, 1046504]
x1	10	[1026594, 1052985, 1052415, 1074679, 1045595, 1032972, 1061117, 1037205, 1044390, 1037634, 1059292, 1031455, 1042520, 1073188, 1053841, 1051334]
x1	11	[1043677, 1054033, 1047094, 1051444, 1042472, 1051765, 1045010, 1052966, 1044268, 1053576, 1042980, 1052914, 1044402, 1050342, 1045667, 1054606]
x1	12	[1025018, 1055724, 1045394, 1053198, 1050101, 1055973, 1032776, 1058566, 1049210, 1059489, 1033394, 1057942, 1049119, 1051844, 1045516, 1053952]
x1	13	[1079839, 1039318, 1055085, 1036630, 1037712, 1019815, 1070670, 1027335, 1127979, 1026820, 1072521, 1018280, 1035886, 1037404, 1053626, 1038296]
x1	14	[1057330, 1063136, 1048171, 1043244, 1038255, 1040875, 1048761, 1050358, 1056623, 1048935, 1047607, 1041260, 1039622, 1041696, 1048583, 1062760]
x1	15	[1053909, 1050273, 1048549, 1043148, 1041451, 1044152, 1048513, 1057529, 1059381, 1057868, 1049414, 1042345, 1040352, 1044193, 1044877, 1051262]
x2	1	[1048785, 1048683, 1049283, 1047744, 1048214, 1048886, 1046185, 1049686, 1047156, 1048363, 1048854, 1049731, 1048729, 1048651, 1049992, 1048274]
x2	2	[1047339, 1049498, 1050090, 1049140, 1047779, 1049442, 1049836, 1047603, 1048815, 1048868, 1048241, 1047069, 1047944, 1048437, 1049656, 1047459]
x2	3	[1050202, 1047721, 1048000, 1048438, 1049854, 1048719, 1049411, 1047270, 1048609, 1049313, 1048630, 1049019, 1046842, 1049535, 1048326, 1047327]
